Order_ID;Order_Date;Year;Month;Quarter;Country;City;Region;Product;Product Line;Category;Customer Segment;Sales Channel;Retailer;Units Sold;Unit Price;Gross Revenue;Discount %;Discount Amount;Net Revenue;Cost;Profit;Profit Margin;Order Priority;Payment Method
100323;27/08/25;2025;Aug;Q3;Germany;Berlin;Europe;Dri-FIT Running Tee;Clothing;Running;Women;Outlet;Retail Partner;8;$44.93;$359.44;20%;$71.89;$287.55;$166.06;$121.49;42.30%;High;Credit Card
100324;28/05/25;2025;May;Q2;India;Mumbai;Asia Pacific;Swoosh Sports Bra;Clothing;Training;Men;Online;JD Sports;7;$59.93;$419.51;15%;$62.93;$356.58;$190.09;$166.49;46.70%;Standard;Apple Pay
100325;01/04/25;2025;Apr;Q2;Japan;Osaka;Asia Pacific;Nike Dunk Low;Shoes;Lifestyle;Women;Store;Sun & Sand Sports;18;$144.95;$2,609.10;5%;$130.46;$2,478.64;$1,432.49;$1,046.15;42.20%;High;Apple Pay
100326;04/01/25;2025;Jan;Q1;Netherlands;Rotterdam;Europe;Everyday Cushioned Socks;Accessories;Training;Kids;Online;Sun & Sand Sports;12;$20.69;$248.28;20%;$49.66;$198.62;$107.65;$90.97;45.80%;Standard;PayPal
100327;15/08/25;2025;Aug;Q3;Mexico;Mexico City;North America;Swoosh Sports Bra;Clothing;Training;Women;Online;Nike App;5;$60.58;$302.90;10%;$30.29;$272.61;$132.73;$139.88;51.30%;High;Apple Pay
100328;08/05/25;2025;May;Q2;Egypt;Cairo;Middle East;Training Gloves;Accessories;Training;Kids;Store;JD Sports;9;$32.74;$294.66;10%;$29.47;$265.19;$126.73;$138.46;52.20%;Standard;Credit Card
100329;01/05/24;2024;May;Q2;Bahrain;Manama;Middle East;Heritage Backpack;Accessories;Lifestyle;Women;Mobile App;Nike App;4;$52.92;$211.68;0%;$0.00;$211.68;$105.29;$106.39;50.30%;Standard;Credit Card
100330;10/08/25;2025;Aug;Q3;Turkey;Istanbul;Middle East;Nike Dunk Low;Shoes;Lifestyle;Women;Online;Foot Locker;10;$139.68;$1,396.80;5%;$69.84;$1,326.96;$761.41;$565.55;42.60%;Express;Apple Pay
100331;31/07/25;2025;Jul;Q3;Kuwait;Kuwait City;Middle East;Pro Training Leggings;Clothing;Training;Kids;Online;Retail Partner;15;$76.03;$1,140.45;10%;$114.05;$1,026.40;$552.57;$473.83;46.20%;High;Credit Card
100332;06/11/25;2025;Nov;Q4;India;Delhi;Asia Pacific;Nike Metcon 9;Shoes;Training;Women;Online;Retail Partner;15;$171.49;$2,572.35;0%;$0.00;$2,572.35;$1,362.21;$1,210.14;47.00%;Standard;Credit Card
100333;19/06/25;2025;Jun;Q2;India;Bangalore;Asia Pacific;Heritage Backpack;Accessories;Lifestyle;Women;Store;Foot Locker;6;$51.03;$306.18;15%;$45.93;$260.25;$146.13;$114.12;43.90%;Standard;Apple Pay
100334;13/05/24;2024;May;Q2;Egypt;Cairo;Middle East;Heritage Backpack;Accessories;Lifestyle;Women;Online;Nike Store;11;$58.27;$640.97;5%;$32.05;$608.92;$322.94;$285.98;47.00%;Standard;PayPal
100335;24/12/24;2024;Dec;Q4;Turkey;Istanbul;Middle East;Heritage Backpack;Accessories;Lifestyle;Men;Store;JD Sports;19;$57.18;$1,086.42;10%;$108.64;$977.78;$502.20;$475.58;48.60%;Standard;PayPal
100336;08/01/24;2024;Jan;Q1;Turkey;Istanbul;Middle East;Training Gloves;Accessories;Training;Men;Store;Sun & Sand Sports;8;$35.06;$280.48;0%;$0.00;$280.48;$124.08;$156.40;55.80%;Standard;Credit Card
100337;02/07/25;2025;Jul;Q3;Brazil;Rio de Janeiro;Latin America;Dri-FIT Running Tee;Clothing;Running;Kids;Store;JD Sports;5;$45.74;$228.70;5%;$11.44;$217.26;$105.19;$112.07;51.60%;Standard;Credit Card
100338;18/12/24;2024;Dec;Q4;South Africa;Johannesburg;Africa;Nike Dunk Low;Shoes;Lifestyle;Women;Store;JD Sports;22;$151.40;$3,330.80;10%;$333.08;$2,997.72;$1,811.22;$1,186.50;39.60%;Standard;Apple Pay
100339;12/12/24;2024;Dec;Q4;Mexico;Mexico City;North America;Nike Metcon 9;Shoes;Training;Men;Store;Nike App;20;$171.61;$3,432.20;0%;$0.00;$3,432.20;$1,790.33;$1,641.87;47.80%;Standard;Apple Pay
100340;28/01/25;2025;Jan;Q1;Netherlands;Rotterdam;Europe;Air Force 1;Shoes;Lifestyle;Kids;Mobile App;Nike App;4;$146.73;$586.92;5%;$29.35;$557.57;$315.13;$242.44;43.50%;Standard;Cash
100341;19/10/24;2024;Oct;Q4;Germany;Berlin;Europe;Training Gloves;Accessories;Training;Women;Online;Foot Locker;7;$36.79;$257.53;25%;$64.38;$193.15;$108.93;$84.22;43.60%;Standard;Apple Pay
100342;16/11/25;2025;Nov;Q4;Netherlands;Rotterdam;Europe;Nike Blazer Mid;Shoes;Lifestyle;Women;Mobile App;Nike App;13;$126.05;$1,638.65;0%;$0.00;$1,638.65;$841.01;$797.64;48.70%;High;Bank Transfer
100343;22/12/24;2024;Dec;Q4;Italy;Milan;Europe;Nike Tech Fleece Hoodie;Clothing;Sportswear;Women;Online;Nike Outlet;14;$120.17;$1,682.38;0%;$0.00;$1,682.38;$807.05;$875.33;52.00%;Standard;Bank Transfer
100344;09/06/25;2025;Jun;Q2;Canada;Montreal;North America;Everyday Cushioned Socks;Accessories;Training;Kids;Store;JD Sports;11;$23.57;$259.27;20%;$51.85;$207.42;$109.94;$97.48;47.00%;Standard;Apple Pay
100345;29/01/24;2024;Jan;Q1;China;Shanghai;Asia Pacific;Dri-FIT Running Tee;Clothing;Running;Men;Store;JD Sports;8;$44.24;$353.92;20%;$70.78;$283.14;$161.99;$121.15;42.80%;Standard;Cash
100346;11/09/24;2024;Sep;Q3;Australia;Sydney;Asia Pacific;Swoosh Sports Bra;Clothing;Training;Women;Mobile App;Nike App;6;$51.44;$308.64;20%;$61.73;$246.91;$137.42;$109.49;44.30%;Standard;Cash
100347;02/10/24;2024;Oct;Q4;Japan;Osaka;Asia Pacific;Nike Cap;Accessories;Lifestyle;Women;Online;JD Sports;12;$26.90;$322.80;5%;$16.14;$306.66;$143.03;$163.63;53.40%;Standard;Credit Card
100348;21/03/24;2024;Mar;Q1;Bahrain;Manama;Middle East;Air Max 270;Shoes;Running;Women;Store;Nike Store;7;$174.34;$1,220.38;5%;$61.02;$1,159.36;$701.45;$457.91;39.50%;High;Cash
100349;11/08/25;2025;Aug;Q3;Canada;Calgary;North America;Nike Metcon 9;Shoes;Training;Kids;Mobile App;Nike App;9;$170.83;$1,537.47;0%;$0.00;$1,537.47;$858.78;$678.69;44.10%;Standard;Apple Pay
100350;29/05/25;2025;May;Q2;Italy;Milan;Europe;Nike Metcon 9;Shoes;Training;Men;Online;Retail Partner;13;$162.22;$2,108.86;0%;$0.00;$2,108.86;$1,159.76;$949.10;45.00%;Standard;Credit Card
100351;05/01/25;2025;Jan;Q1;Egypt;Alexandria;Middle East;Nike Metcon 9;Shoes;Training;Women;Online;Retail Partner;14;$157.87;$2,210.18;5%;$110.51;$2,099.67;$1,176.65;$923.02;44.00%;High;Credit Card
100352;14/02/25;2025;Feb;Q1;Canada;Calgary;North America;Nike Metcon 9;Shoes;Training;Women;Outlet;JD Sports;8;$178.67;$1,429.36;15%;$214.40;$1,214.96;$798.87;$416.09;34.30%;Standard;Cash
100353;19/07/24;2024;Jul;Q3;Qatar;Doha;Middle East;Nike Cap;Accessories;Lifestyle;Women;Online;Retail Partner;20;$29.29;$585.80;10%;$58.58;$527.22;$249.64;$277.58;52.70%;Standard;Credit Card
100354;04/08/25;2025;Aug;Q3;UK;Liverpool;Europe;Nike Pegasus 40;Shoes;Running;Women;Online;Amazon;17;$172.60;$2,934.20;10%;$293.42;$2,640.78;$1,597.91;$1,042.87;39.50%;Standard;Credit Card
100355;27/07/25;2025;Jul;Q3;Mexico;Guadalajara;North America;NBA Swingman Jersey;Clothing;Basketball;Men;Online;JD Sports;6;$113.05;$678.30;25%;$169.57;$508.73;$328.05;$180.68;35.50%;Standard;Apple Pay
100356;02/04/25;2025;Apr;Q2;Saudi Arabia;Qassim;Middle East;Pro Training Leggings;Clothing;Training;Women;Outlet;Foot Locker;6;$73.37;$440.22;20%;$88.04;$352.18;$203.48;$148.70;42.20%;Standard;Apple Pay
100357;14/03/24;2024;Mar;Q1;Saudi Arabia;Jeddah;Middle East;Club Fleece Joggers;Clothing;Sportswear;Men;Online;Amazon;8;$84.92;$679.36;20%;$135.87;$543.49;$342.90;$200.59;36.90%;Express;PayPal
100358;17/06/25;2025;Jun;Q2;South Korea;Busan;Asia Pacific;Nike Metcon 9;Shoes;Training;Men;Online;JD Sports;6;$173.65;$1,041.90;20%;$208.38;$833.52;$574.90;$258.62;31.00%;Standard;Credit Card
100359;15/04/24;2024;Apr;Q2;UAE;Dubai;Middle East;Nike Cap;Accessories;Lifestyle;Women;Online;Nike Outlet;1;$26.34;$26.34;10%;$2.63;$23.71;$10.88;$12.83;54.10%;Express;Apple Pay
100360;22/08/24;2024;Aug;Q3;France;Marseille;Europe;Everyday Cushioned Socks;Accessories;Training;Women;Online;Foot Locker;7;$20.37;$142.59;10%;$14.26;$128.33;$63.59;$64.74;50.50%;Standard;Apple Pay
100361;07/07/25;2025;Jul;Q3;Canada;Calgary;North America;Nike Dunk Low;Shoes;Lifestyle;Kids;Store;Foot Locker;8;$160.47;$1,283.76;15%;$192.56;$1,091.20;$723.61;$367.59;33.70%;Standard;Apple Pay
100362;21/12/24;2024;Dec;Q4;China;Shenzhen;Asia Pacific;Nike Tech Fleece Hoodie;Clothing;Sportswear;Women;Store;Sun & Sand Sports;15;$120.29;$1,804.35;0%;$0.00;$1,804.35;$858.30;$946.05;52.40%;Standard;PayPal
100363;19/05/24;2024;May;Q2;Italy;Milan;Europe;Nike Cap;Accessories;Lifestyle;Women;Store;Retail Partner;15;$25.81;$387.15;5%;$19.36;$367.79;$164.49;$203.30;55.30%;Standard;Credit Card
100364;17/01/25;2025;Jan;Q1;Germany;Frankfurt;Europe;Heritage Backpack;Accessories;Lifestyle;Men;Online;Nike Outlet;8;$59.71;$477.68;5%;$23.88;$453.80;$215.60;$238.20;52.50%;Standard;Apple Pay
100365;19/09/25;2025;Sep;Q3;Oman;Muscat;Middle East;Pro Training Leggings;Clothing;Training;Women;Store;Amazon;1;$66.95;$66.95;5%;$3.35;$63.60;$31.81;$31.79;50.00%;Standard;Credit Card
100366;29/09/25;2025;Sep;Q3;China;Shanghai;Asia Pacific;Club Fleece Joggers;Clothing;Sportswear;Men;Online;Nike Store;15;$81.36;$1,220.40;0%;$0.00;$1,220.40;$577.00;$643.40;52.70%;High;PayPal
100367;26/08/24;2024;Aug;Q3;Saudi Arabia;Jeddah;Middle East;Air Max 270;Shoes;Running;Women;Online;Amazon;11;$159.08;$1,749.88;10%;$174.99;$1,574.89;$968.37;$606.52;38.50%;Standard;PayPal
100368;29/05/24;2024;May;Q2;UK;Birmingham;Europe;Swoosh Sports Bra;Clothing;Training;Men;Store;JD Sports;4;$60.45;$241.80;5%;$12.09;$229.71;$106.35;$123.36;53.70%;Standard;Bank Transfer
100369;11/09/24;2024;Sep;Q3;Netherlands;Rotterdam;Europe;Nike Tech Fleece Hoodie;Clothing;Sportswear;Women;Online;Retail Partner;9;$126.38;$1,137.42;0%;$0.00;$1,137.42;$569.04;$568.38;50.00%;Express;Bank Transfer
100370;11/06/24;2024;Jun;Q2;Kuwait;Kuwait City;Middle East;Training Gloves;Accessories;Training;Men;Store;Amazon;10;$33.59;$335.90;20%;$67.18;$268.72;$157.00;$111.72;41.60%;Standard;Credit Card
100371;10/10/25;2025;Oct;Q4;Brazil;Rio de Janeiro;Latin America;Air Max 270;Shoes;Running;Men;Online;Nike App;7;$178.20;$1,247.40;10%;$124.74;$1,122.66;$752.29;$370.37;33.00%;High;Credit Card
100372;01/04/24;2024;Apr;Q2;France;Lyon;Europe;Nike Cap;Accessories;Lifestyle;Men;Store;Nike Store;12;$26.09;$313.08;10%;$31.31;$281.77;$140.17;$141.60;50.30%;High;Credit Card
100373;26/08/24;2024;Aug;Q3;Spain;Valencia;Europe;NBA Swingman Jersey;Clothing;Basketball;Women;Store;JD Sports;14;$117.14;$1,639.96;5%;$82.00;$1,557.96;$767.53;$790.43;50.70%;High;Apple Pay
100374;09/07/25;2025;Jul;Q3;Oman;Muscat;Middle East;Nike Blazer Mid;Shoes;Lifestyle;Women;Store;Sun & Sand Sports;13;$143.97;$1,871.61;5%;$93.58;$1,778.03;$1,029.76;$748.27;42.10%;Express;Apple Pay
100375;11/03/24;2024;Mar;Q1;India;Mumbai;Asia Pacific;Everyday Cushioned Socks;Accessories;Training;Men;Online;Sun & Sand Sports;1;$22.47;$22.47;15%;$3.37;$19.10;$10.05;$9.05;47.40%;Standard;Credit Card
100376;27/09/25;2025;Sep;Q3;France;Marseille;Europe;Air Jordan 1;Shoes;Basketball;Women;Store;Nike Outlet;12;$201.17;$2,414.04;10%;$241.40;$2,172.64;$1,520.19;$652.45;30.00%;Standard;Credit Card
100377;23/02/25;2025;Feb;Q1;Kuwait;Kuwait City;Middle East;Nike Pegasus 40;Shoes;Running;Men;Store;Nike Store;11;$186.10;$2,047.10;0%;$0.00;$2,047.10;$1,119.91;$927.19;45.30%;Standard;Apple Pay
100378;01/02/25;2025;Feb;Q1;Bahrain;Manama;Middle East;Training Gloves;Accessories;Training;Women;Store;Nike Store;7;$34.76;$243.32;10%;$24.33;$218.99;$102.69;$116.30;53.10%;Express;Credit Card
100379;18/05/25;2025;May;Q2;Saudi Arabia;Qassim;Middle East;Air Force 1;Shoes;Lifestyle;Men;Mobile App;Nike App;17;$151.04;$2,567.68;0%;$0.00;$2,567.68;$1,454.88;$1,112.80;43.30%;Standard;PayPal
100380;07/11/24;2024;Nov;Q4;Saudi Arabia;Jeddah;Middle East;Training Gloves;Accessories;Training;Men;Mobile App;Nike App;12;$35.92;$431.04;0%;$0.00;$431.04;$193.15;$237.89;55.20%;Standard;Apple Pay
100381;02/07/24;2024;Jul;Q3;Mexico;Guadalajara;North America;Nike Pegasus 40;Shoes;Running;Women;Store;Retail Partner;11;$159.94;$1,759.34;15%;$263.90;$1,495.44;$970.47;$524.97;35.10%;Standard;PayPal
100382;30/06/25;2025;Jun;Q2;Egypt;Alexandria;Middle East;NBA Swingman Jersey;Clothing;Basketball;Kids;Store;Sun & Sand Sports;7;$119.79;$838.53;5%;$41.93;$796.60;$424.16;$372.44;46.80%;High;Credit Card
100383;03/09/24;2024;Sep;Q3;Turkey;Istanbul;Middle East;Swoosh Sports Bra;Clothing;Training;Women;Outlet;Amazon;6;$61.16;$366.96;0%;$0.00;$366.96;$154.12;$212.84;58.00%;Standard;Credit Card
100384;18/05/24;2024;May;Q2;Australia;Sydney;Asia Pacific;Pro Training Leggings;Clothing;Training;Kids;Online;Sun & Sand Sports;14;$64.70;$905.80;15%;$135.87;$769.93;$433.19;$336.74;43.70%;Standard;Apple Pay
100385;23/07/25;2025;Jul;Q3;Turkey;Istanbul;Middle East;Nike Pegasus 40;Shoes;Running;Men;Online;Foot Locker;12;$164.90;$1,978.80;5%;$98.94;$1,879.86;$1,056.84;$823.02;43.80%;Standard;Apple Pay
100386;10/08/24;2024;Aug;Q3;Jordan;Amman;Middle East;Club Fleece Joggers;Clothing;Sportswear;Women;Online;Nike App;20;$88.32;$1,766.40;5%;$88.32;$1,678.08;$886.03;$792.05;47.20%;Standard;Credit Card
100387;27/02/24;2024;Feb;Q1;South Africa;Johannesburg;Africa;NBA Swingman Jersey;Clothing;Basketball;Women;Store;Nike App;12;$115.56;$1,386.72;10%;$138.67;$1,248.05;$646.53;$601.52;48.20%;High;Apple Pay
100388;08/11/24;2024;Nov;Q4;India;Mumbai;Asia Pacific;Club Fleece Joggers;Clothing;Sportswear;Women;Online;JD Sports;15;$80.80;$1,212.00;10%;$121.20;$1,090.80;$628.10;$462.70;42.40%;Express;PayPal
100389;12/08/25;2025;Aug;Q3;India;Mumbai;Asia Pacific;Nike Tech Fleece Hoodie;Clothing;Sportswear;Men;Mobile App;Nike App;12;$121.82;$1,461.84;15%;$219.28;$1,242.56;$746.46;$496.10;39.90%;Standard;Apple Pay
100390;20/03/25;2025;Mar;Q1;South Africa;Cape Town;Africa;Nike Dunk Low;Shoes;Lifestyle;Women;Online;Nike Outlet;13;$157.57;$2,048.41;0%;$0.00;$2,048.41;$1,181.61;$866.80;42.30%;High;Credit Card
100391;14/03/24;2024;Mar;Q1;Canada;Calgary;North America;Club Fleece Joggers;Clothing;Sportswear;Women;Store;Nike App;7;$84.12;$588.84;5%;$29.44;$559.40;$290.33;$269.07;48.10%;Standard;Credit Card
100392;24/12/24;2024;Dec;Q4;Egypt;Alexandria;Middle East;Nike Dunk Low;Shoes;Lifestyle;Men;Outlet;JD Sports;13;$143.99;$1,871.87;5%;$93.59;$1,778.28;$1,099.09;$679.19;38.20%;High;Credit Card
100393;25/02/24;2024;Feb;Q1;France;Lyon;Europe;Pro Training Leggings;Clothing;Training;Men;Store;Nike App;8;$69.05;$552.40;15%;$82.86;$469.54;$248.40;$221.14;47.10%;Standard;PayPal
100394;15/07/25;2025;Jul;Q3;China;Shenzhen;Asia Pacific;Nike Dunk Low;Shoes;Lifestyle;Women;Store;Nike Outlet;18;$155.49;$2,798.82;10%;$279.88;$2,518.94;$1,497.83;$1,021.11;40.50%;Standard;Credit Card
100395;14/12/25;2025;Dec;Q4;Egypt;Alexandria;Middle East;Air Force 1;Shoes;Lifestyle;Women;Outlet;Nike App;14;$152.66;$2,137.24;10%;$213.72;$1,923.52;$1,248.78;$674.74;35.10%;Standard;Cash
100396;26/10/25;2025;Oct;Q4;Netherlands;Amsterdam;Europe;Swoosh Sports Bra;Clothing;Training;Women;Mobile App;Nike App;12;$60.54;$726.48;10%;$72.65;$653.83;$328.48;$325.35;49.80%;Standard;Credit Card
100397;13/04/25;2025;Apr;Q2;Mexico;Mexico City;North America;Air Force 1;Shoes;Lifestyle;Men;Store;Sun & Sand Sports;1;$129.31;$129.31;10%;$12.93;$116.38;$70.85;$45.53;39.10%;Standard;Bank Transfer
100398;28/05/25;2025;May;Q2;Canada;Toronto;North America;Dri-FIT Running Tee;Clothing;Running;Women;Mobile App;Nike App;10;$48.73;$487.30;0%;$0.00;$487.30;$224.14;$263.16;54.00%;Standard;Credit Card
100399;06/02/25;2025;Feb;Q1;Bahrain;Manama;Middle East;Air Jordan 1;Shoes;Basketball;Women;Store;JD Sports;4;$211.11;$844.44;5%;$42.22;$802.22;$521.20;$281.02;35.00%;Standard;Credit Card
100400;30/10/25;2025;Oct;Q4;Qatar;Doha;Middle East;Nike Dunk Low;Shoes;Lifestyle;Men;Mobile App;Nike App;13;$153.71;$1,998.23;0%;$0.00;$1,998.23;$1,207.90;$790.33;39.60%;Express;Credit Card
100401;01/08/25;2025;Aug;Q3;Japan;Kyoto;Asia Pacific;Air Jordan 1;Shoes;Basketball;Women;Outlet;Nike App;13;$199.31;$2,591.03;0%;$0.00;$2,591.03;$1,541.29;$1,049.74;40.50%;Express;Bank Transfer
100402;06/11/24;2024;Nov;Q4;South Korea;Busan;Asia Pacific;Nike Dunk Low;Shoes;Lifestyle;Women;Online;Foot Locker;26;$138.79;$3,608.54;25%;$902.13;$2,706.41;$2,081.82;$624.59;23.10%;Standard;Apple Pay
100403;02/09/25;2025;Sep;Q3;France;Lyon;Europe;Air Max 270;Shoes;Running;Men;Store;Retail Partner;16;$162.20;$2,595.20;10%;$259.52;$2,335.68;$1,465.96;$869.72;37.20%;Standard;Apple Pay
100404;16/06/24;2024;Jun;Q2;Germany;Munich;Europe;Air Force 1;Shoes;Lifestyle;Men;Outlet;Amazon;20;$155.41;$3,108.20;5%;$155.41;$2,952.79;$1,773.23;$1,179.56;40.00%;Standard;Credit Card
100405;30/06/24;2024;Jun;Q2;South Korea;Busan;Asia Pacific;Club Fleece Joggers;Clothing;Sportswear;Women;Mobile App;Nike App;5;$88.53;$442.65;15%;$66.40;$376.25;$221.74;$154.51;41.10%;Standard;Bank Transfer
100406;08/08/25;2025;Aug;Q3;Egypt;Cairo;Middle East;Training Gloves;Accessories;Training;Men;Store;Nike Store;13;$38.34;$498.42;5%;$24.92;$473.50;$223.67;$249.83;52.80%;Express;Credit Card
100407;31/01/25;2025;Jan;Q1;India;Bangalore;Asia Pacific;Air Force 1;Shoes;Lifestyle;Men;Store;Amazon;10;$133.46;$1,334.60;5%;$66.73;$1,267.87;$785.03;$482.84;38.10%;High;Bank Transfer
100408;19/04/25;2025;Apr;Q2;Kuwait;Kuwait City;Middle East;Air Jordan 1;Shoes;Basketball;Women;Online;Foot Locker;5;$209.71;$1,048.55;5%;$52.43;$996.12;$599.71;$396.41;39.80%;Standard;Cash
100409;25/07/24;2024;Jul;Q3;South Korea;Seoul;Asia Pacific;Dri-FIT Running Tee;Clothing;Running;Men;Store;Foot Locker;12;$42.43;$509.16;5%;$25.46;$483.70;$228.48;$255.22;52.80%;Standard;Apple Pay
100410;07/06/25;2025;Jun;Q2;Egypt;Cairo;Middle East;Swoosh Sports Bra;Clothing;Training;Women;Online;Foot Locker;10;$60.63;$606.30;10%;$60.63;$545.67;$276.31;$269.36;49.40%;Standard;Cash
100411;02/07/24;2024;Jul;Q3;South Africa;Cape Town;Africa;Heritage Backpack;Accessories;Lifestyle;Men;Mobile App;Nike App;17;$52.59;$894.03;20%;$178.81;$715.22;$451.65;$263.57;36.90%;Standard;PayPal
100412;13/01/24;2024;Jan;Q1;South Korea;Busan;Asia Pacific;Nike Cap;Accessories;Lifestyle;Women;Online;Retail Partner;8;$27.09;$216.72;10%;$21.67;$195.05;$94.29;$100.76;51.70%;Standard;Credit Card
100413;06/09/25;2025;Sep;Q3;USA;Los Angeles;North America;Dri-FIT Running Tee;Clothing;Running;Women;Store;JD Sports;12;$47.28;$567.36;0%;$0.00;$567.36;$270.89;$296.47;52.30%;High;Cash
100414;01/11/24;2024;Nov;Q4;Spain;Madrid;Europe;Air Force 1;Shoes;Lifestyle;Men;Outlet;Foot Locker;18;$147.62;$2,657.16;10%;$265.72;$2,391.44;$1,519.74;$871.70;36.50%;Standard;PayPal
100415;30/06/24;2024;Jun;Q2;South Korea;Busan;Asia Pacific;Air Force 1;Shoes;Lifestyle;Men;Online;Sun & Sand Sports;20;$150.04;$3,000.80;15%;$450.12;$2,550.68;$1,581.85;$968.83;38.00%;Standard;Credit Card
100416;08/10/24;2024;Oct;Q4;Spain;Valencia;Europe;Heritage Backpack;Accessories;Lifestyle;Women;Store;Nike Store;4;$51.80;$207.20;15%;$31.08;$176.12;$100.48;$75.64;43.00%;Express;Apple Pay
100417;06/12/25;2025;Dec;Q4;Egypt;Alexandria;Middle East;Heritage Backpack;Accessories;Lifestyle;Women;Online;Sun & Sand Sports;24;$56.06;$1,345.44;15%;$201.82;$1,143.62;$641.66;$501.96;43.90%;High;Cash
100418;26/08/24;2024;Aug;Q3;Oman;Muscat;Middle East;Nike Blazer Mid;Shoes;Lifestyle;Men;Online;Nike App;6;$144.11;$864.66;0%;$0.00;$864.66;$463.11;$401.55;46.40%;Standard;Credit Card
100419;24/12/24;2024;Dec;Q4;Mexico;Mexico City;North America;Air Max 270;Shoes;Running;Women;Store;Amazon;19;$163.41;$3,104.79;5%;$155.24;$2,949.55;$1,712.17;$1,237.38;42.00%;High;Credit Card
100420;05/08/25;2025;Aug;Q3;Egypt;Cairo;Middle East;Nike Metcon 9;Shoes;Training;Men;Mobile App;Nike App;5;$182.24;$911.20;10%;$91.12;$820.08;$488.58;$331.50;40.40%;Standard;Credit Card
100421;08/06/24;2024;Jun;Q2;Kuwait;Kuwait City;Middle East;Club Fleece Joggers;Clothing;Sportswear;Women;Mobile App;Nike App;14;$87.06;$1,218.84;10%;$121.88;$1,096.96;$607.37;$489.59;44.60%;Standard;Credit Card
100422;14/08/25;2025;Aug;Q3;Bahrain;Manama;Middle East;NBA Swingman Jersey;Clothing;Basketball;Men;Online;Nike Store;9;$108.66;$977.94;5%;$48.90;$929.04;$488.51;$440.53;47.40%;Standard;Apple Pay
100423;10/07/24;2024;Jul;Q3;Egypt;Cairo;Middle East;Pro Training Leggings;Clothing;Training;Women;Online;Nike Store;12;$76.68;$920.16;5%;$46.01;$874.15;$447.75;$426.40;48.80%;Standard;Apple Pay
100424;28/06/24;2024;Jun;Q2;UAE;Abu Dhabi;Middle East;Air Force 1;Shoes;Lifestyle;Women;Mobile App;Nike App;15;$141.23;$2,118.45;0%;$0.00;$2,118.45;$1,180.00;$938.45;44.30%;Standard;Credit Card
100425;10/05/25;2025;May;Q2;Jordan;Amman;Middle East;Club Fleece Joggers;Clothing;Sportswear;Men;Mobile App;Nike App;15;$89.70;$1,345.50;0%;$0.00;$1,345.50;$674.38;$671.12;49.90%;Standard;PayPal
100426;18/06/25;2025;Jun;Q2;UAE;Dubai;Middle East;Pro Training Leggings;Clothing;Training;Kids;Store;Nike App;2;$69.07;$138.14;20%;$27.63;$110.51;$61.22;$49.29;44.60%;High;PayPal
100427;24/01/24;2024;Jan;Q1;Turkey;Ankara;Middle East;Nike Blazer Mid;Shoes;Lifestyle;Men;Online;Amazon;1;$142.32;$142.32;5%;$7.12;$135.20;$71.82;$63.38;46.90%;Standard;Bank Transfer
100428;27/07/25;2025;Jul;Q3;India;Mumbai;Asia Pacific;Nike Blazer Mid;Shoes;Lifestyle;Women;Store;Amazon;11;$128.02;$1,408.22;10%;$140.82;$1,267.40;$722.63;$544.77;43.00%;Standard;Credit Card
100429;19/09/25;2025;Sep;Q3;Spain;Valencia;Europe;Everyday Cushioned Socks;Accessories;Training;Men;Online;Nike Store;11;$22.12;$243.32;0%;$0.00;$243.32;$105.00;$138.32;56.90%;Standard;Cash
100430;17/12/25;2025;Dec;Q4;South Korea;Busan;Asia Pacific;Pro Training Leggings;Clothing;Training;Men;Online;Nike App;19;$78.03;$1,482.57;15%;$222.39;$1,260.18;$689.17;$571.01;45.30%;Standard;Cash
100431;16/12/25;2025;Dec;Q4;South Korea;Seoul;Asia Pacific;Everyday Cushioned Socks;Accessories;Training;Men;Store;Retail Partner;6;$20.87;$125.22;20%;$25.04;$100.18;$51.73;$48.45;48.40%;Standard;Credit Card
100432;12/11/25;2025;Nov;Q4;Spain;Barcelona;Europe;Everyday Cushioned Socks;Accessories;Training;Women;Online;Nike App;20;$21.79;$435.80;5%;$21.79;$414.01;$177.95;$236.06;57.00%;High;Apple Pay
100433;10/05/24;2024;May;Q2;India;Mumbai;Asia Pacific;Swoosh Sports Bra;Clothing;Training;Women;Mobile App;Nike App;6;$59.32;$355.92;10%;$35.59;$320.33;$156.93;$163.40;51.00%;Standard;Apple Pay
100434;15/07/25;2025;Jul;Q3;Japan;Yokohama;Asia Pacific;Swoosh Sports Bra;Clothing;Training;Men;Online;Nike Outlet;19;$59.23;$1,125.37;5%;$56.27;$1,069.10;$521.09;$548.01;51.30%;Standard;Credit Card
100435;09/11/25;2025;Nov;Q4;Bahrain;Manama;Middle East;Nike Cap;Accessories;Lifestyle;Men;Store;Sun & Sand Sports;9;$26.75;$240.75;20%;$48.15;$192.60;$99.28;$93.32;48.50%;Standard;Cash
100436;23/01/25;2025;Jan;Q1;Spain;Barcelona;Europe;Air Force 1;Shoes;Lifestyle;Men;Mobile App;Nike App;6;$153.64;$921.84;20%;$184.37;$737.47;$523.59;$213.88;29.00%;Standard;Credit Card
100437;01/06/24;2024;Jun;Q2;South Korea;Busan;Asia Pacific;Swoosh Sports Bra;Clothing;Training;Women;Store;JD Sports;11;$56.87;$625.57;20%;$125.11;$500.46;$272.39;$228.07;45.60%;Express;Apple Pay
